ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
1001806,65+,male,majority,30y+,university,upper class,0.6417702021360064,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,5,1,6,0.0
1001807,40-64,female,majority,20-29y,university,upper class,0.874917944577497,1.0,after 2015,0.0,0.0,10238,10000.0,sedan,1,0,2,0.0
1001808,65+,female,majority,20-29y,university,upper class,0.5943339981805211,0.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,2,0.0
1001809,26-39,female,majority,10-19y,high school,upper class,0.5725199950147211,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,0,0,1,0.0
1001810,40-64,male,minority,0-9y,high school,upper class,0.6587489440508414,1.0,after 2015,1.0,1.0,32765,,sedan,0,0,0,0.0
1001811,65+,female,majority,30y+,high school,upper class,0.6689107079196221,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,2,2,0.0
1001812,26-39,male,majority,10-19y,none,poverty,0.217842444787804,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,1,0.0
1001813,65+,male,majority,20-29y,high school,upper class,0.6734528128024195,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,3,0,0,0.0
1001814,26-39,male,majority,10-19y,high school,working class,0.38214466849691603,1.0,before 2015,1.0,1.0,10238,,sedan,1,2,1,0.0
1001815,65+,female,majority,30y+,high school,upper class,0.5595820076077511,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,11,1,0,0.0
1001816,40-64,male,majority,20-29y,university,upper class,0.7404946389749302,0.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,0,0.0
1001817,26-39,female,majority,10-19y,high school,working class,0.5612385333269628,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,2,0,3,0.0
1001818,40-64,male,majority,20-29y,university,poverty,0.4511087513909782,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,0,1,3,0.0
1001819,40-64,female,majority,10-19y,university,upper class,0.715402516443439,1.0,after 2015,1.0,1.0,32765,10000.0,sedan,6,1,1,0.0
1001820,65+,female,minority,20-29y,high school,upper class,0.6457813106539627,1.0,after 2015,1.0,1.0,32765,13000.0,sedan,2,0,0,0.0
1001821,40-64,male,majority,20-29y,high school,middle class,0.4839433440069223,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,5,0,2,0.0
1001822,40-64,male,majority,20-29y,none,poverty,0.40043606978977225,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,2,0.0
1001823,26-39,female,majority,10-19y,high school,working class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
1001824,65+,male,majority,30y+,university,upper class,0.45606420110715995,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,4,0,6,0.0
1001825,40-64,female,majority,20-29y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,4,3,4,0.0
1001826,26-39,female,majority,10-19y,university,upper class,0.6147016999415027,1.0,before 2015,1.0,1.0,10238,19000.0,sedan,0,2,0,0.0
1001827,65+,male,majority,30y+,high school,upper class,0.6962835575519606,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,7,1,0,0.0
1001828,26-39,male,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,1,0.0
1001829,40-64,male,majority,20-29y,university,upper class,0.45640709560396164,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,6,0,1,0.0
1001830,40-64,male,majority,20-29y,university,upper class,0.5237086724882647,1.0,after 2015,0.0,0.0,10238,5000.0,sedan,2,0,0,0.0
1001831,65+,male,majority,30y+,high school,upper class,0.512294878299055,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,3,0,3,0.0
1001832,26-39,female,majority,10-19y,university,upper class,0.6119094053909984,1.0,after 2015,0.0,1.0,92101,9000.0,sedan,2,0,1,0.0
1001833,65+,male,majority,30y+,high school,middle class,0.5795281562570337,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,3,2,3,0.0
1001834,26-39,female,majority,10-19y,high school,middle class,0.4253095562450263,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
1001835,40-64,female,majority,10-19y,high school,upper class,0.5539523126737969,0.0,before 2015,1.0,1.0,10238,15000.0,sedan,1,0,3,0.0
1001836,26-39,female,majority,10-19y,university,upper class,0.6841804285581584,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0
1001837,26-39,female,majority,10-19y,high school,poverty,0.24410059280934604,1.0,after 2015,0.0,1.0,10238,,sedan,1,1,4,0.0
1001838,40-64,female,majority,10-19y,university,middle class,0.37314616911932286,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,1,0.0
1001839,16-25,female,majority,0-9y,high school,working class,0.43435091823021676,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0
1001840,26-39,male,majority,10-19y,high school,middle class,0.48024136764944575,1.0,before 2015,1.0,1.0,32765,14000.0,sedan,3,1,0,0.0
1001841,26-39,male,majority,10-19y,high school,working class,0.43434869699171846,1.0,before 2015,1.0,1.0,32765,14000.0,sedan,2,1,1,0.0
1001842,65+,female,majority,30y+,high school,upper class,0.6129580002244908,1.0,before 2015,1.0,1.0,32765,,sedan,5,1,0,0.0
1001843,16-25,female,majority,0-9y,high school,middle class,0.6068848570573385,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
1001844,40-64,female,majority,10-19y,high school,upper class,0.3729043927985566,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,5,0,0,0.0
1001845,40-64,female,majority,20-29y,university,upper class,0.7083972783406236,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,1,2,0.0
1001846,26-39,male,majority,10-19y,high school,poverty,0.33492812828635715,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,2,0,2,0.0
1001847,40-64,male,majority,20-29y,high school,middle class,0.5283158677782559,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,5,0,5,0.0
1001848,26-39,male,majority,10-19y,high school,working class,0.29672677704813905,1.0,after 2015,0.0,0.0,10238,15000.0,sedan,1,1,2,0.0
1001849,26-39,male,minority,10-19y,university,middle class,,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,1,0.0
1001850,26-39,female,majority,10-19y,university,upper class,0.3857223370678018,1.0,after 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0
1001851,26-39,male,majority,10-19y,high school,middle class,0.4739107132502641,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,1,0,0,0.0
1001852,26-39,male,majority,10-19y,high school,working class,0.5632484870601397,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,2,0,0,0.0
1001853,26-39,female,majority,10-19y,none,poverty,0.3031530761209565,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
1001854,40-64,female,majority,20-29y,none,working class,0.33199748910374416,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,7,0,3,0.0
1001855,40-64,female,minority,20-29y,high school,middle class,0.5382751349700896,1.0,after 2015,1.0,1.0,32765,,sedan,1,0,2,0.0
1001856,40-64,female,majority,20-29y,university,upper class,0.6876392130925977,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,2,0,0.0
1001857,65+,female,majority,10-19y,high school,upper class,0.5103130822032915,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,3,0,1,0.0
1001858,65+,female,majority,10-19y,university,upper class,0.8564139832558512,1.0,before 2015,0.0,0.0,10238,,sedan,1,0,1,0.0
1001859,40-64,female,majority,20-29y,university,upper class,0.5758681593435061,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,10,0,3,0.0
1001860,26-39,male,majority,10-19y,high school,upper class,0.6151014224683226,0.0,before 2015,1.0,1.0,32765,,sedan,1,0,1,0.0
1001861,65+,male,majority,30y+,university,upper class,0.6520784456267211,1.0,before 2015,1.0,1.0,32765,5000.0,sedan,22,0,6,0.0
1001862,65+,female,majority,30y+,high school,upper class,0.49893448993672196,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,5,0,3,0.0
1001863,65+,male,majority,20-29y,university,upper class,0.643596294822516,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,1,0,0,0.0
1001864,40-64,female,majority,10-19y,university,upper class,0.6622394929302455,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,1,0.0
1001865,26-39,female,majority,10-19y,high school,working class,0.6411739479039548,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,3,1,1,0.0
1001866,40-64,male,majority,0-9y,high school,middle class,0.49115234219761483,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
1001867,65+,female,majority,0-9y,high school,upper class,0.7868452807265215,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
1001868,65+,male,majority,10-19y,high school,upper class,0.6267908580520426,1.0,after 2015,1.0,1.0,10238,17000.0,sedan,0,0,0,0.0
1001869,65+,female,majority,0-9y,university,upper class,0.6520657720105038,1.0,after 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,0.0
1001870,65+,male,majority,30y+,university,upper class,0.6399904737862374,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,3,1,4,0.0
1001871,26-39,male,majority,10-19y,university,middle class,0.4042635134355409,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,0.0
1001872,26-39,female,majority,10-19y,high school,middle class,0.42958991101400595,1.0,before 2015,1.0,1.0,10238,16000.0,sedan,0,1,1,0.0
1001873,40-64,female,minority,20-29y,high school,middle class,0.6049286500865569,1.0,before 2015,1.0,1.0,32765,11000.0,sedan,4,2,2,0.0
1001874,40-64,male,majority,20-29y,high school,upper class,0.6225254978374621,1.0,after 2015,1.0,1.0,32765,15000.0,sedan,0,1,1,0.0
1001875,40-64,female,majority,20-29y,high school,middle class,0.5511582258793266,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,1,0,0.0
1001876,40-64,female,majority,10-19y,high school,middle class,0.5456660207181173,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,0,0,5,0.0
1001877,26-39,female,majority,10-19y,university,upper class,0.6331534435911423,1.0,before 2015,1.0,1.0,10238,9000.0,sports car,2,0,0,0.0
1001878,40-64,female,minority,20-29y,none,working class,0.3525862942744039,1.0,after 2015,0.0,1.0,10238,,sedan,7,2,1,0.0
1001879,26-39,male,majority,10-19y,university,upper class,,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,4,0,2,0.0
1001880,40-64,male,majority,0-9y,university,upper class,0.617806691568003,1.0,after 2015,0.0,1.0,32765,13000.0,sedan,0,0,0,0.0
1001881,65+,male,majority,10-19y,high school,upper class,0.39010744206588094,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,3,3,0,0.0
1001882,65+,male,majority,30y+,university,upper class,0.774919316723878,1.0,after 2015,1.0,1.0,10238,,sedan,3,3,2,0.0
1001883,65+,female,majority,20-29y,high school,upper class,0.5536705654760129,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,4,0,4,0.0
1001884,26-39,male,majority,10-19y,high school,upper class,0.5401980174726119,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,3,0.0
1001885,26-39,male,majority,10-19y,high school,working class,0.3803928950499968,0.0,after 2015,1.0,1.0,10238,,sedan,1,0,1,0.0
1001886,40-64,male,majority,20-29y,university,upper class,0.6726820481117256,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,2,0,3,0.0
1001887,40-64,female,majority,10-19y,university,upper class,0.5515621069700188,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,1,0.0
1001888,26-39,male,minority,10-19y,high school,middle class,0.42060939972273537,1.0,before 2015,0.0,1.0,32765,7000.0,sedan,2,0,2,0.0
1001889,40-64,female,majority,20-29y,none,upper class,0.7915505084974471,1.0,after 2015,1.0,1.0,32765,18000.0,sedan,3,0,3,0.0
1001890,40-64,male,majority,0-9y,none,upper class,0.6416914952851765,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0
1001891,40-64,male,majority,20-29y,university,upper class,0.6055058224890091,1.0,before 2015,1.0,0.0,32765,,sedan,3,0,5,0.0
1001892,26-39,male,majority,10-19y,university,upper class,0.4234925470413043,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,2,0,0,0.0
1001893,40-64,female,majority,20-29y,university,upper class,0.544492475429969,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,1,0.0
1001894,40-64,female,majority,20-29y,high school,middle class,0.3803631441946539,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,2,0,1,0.0
1001895,65+,female,majority,30y+,university,upper class,0.6368619208096542,1.0,after 2015,1.0,1.0,10238,17000.0,sedan,0,0,2,0.0
1001896,26-39,female,majority,10-19y,high school,poverty,0.5190037687167535,1.0,after 2015,0.0,1.0,10238,9000.0,sedan,2,0,1,0.0
1001897,40-64,female,majority,20-29y,university,middle class,0.5944462643388913,1.0,after 2015,1.0,0.0,10238,13000.0,sports car,0,0,7,0.0
1001898,40-64,male,minority,20-29y,high school,middle class,0.5800662171449507,1.0,after 2015,0.0,1.0,92101,,sedan,1,0,5,0.0
1001899,40-64,female,minority,0-9y,none,upper class,0.4959506285396137,1.0,after 2015,1.0,0.0,92101,12000.0,sedan,0,0,0,0.0
1001900,16-25,male,majority,0-9y,none,poverty,0.38381174939845253,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0
1001901,40-64,male,majority,20-29y,university,upper class,0.6494266432545809,1.0,before 2015,1.0,1.0,32765,14000.0,sedan,1,0,1,0.0
1001902,26-39,male,majority,10-19y,none,working class,0.4870782289544843,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,1,0,0,0.0
1001903,40-64,male,majority,20-29y,high school,upper class,0.6252588400363841,1.0,before 2015,0.0,0.0,10238,,sedan,1,0,1,0.0
1001904,26-39,female,minority,10-19y,high school,poverty,0.28524013553857164,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,0,0.0
1001905,26-39,female,majority,10-19y,high school,upper class,0.5627555532709896,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
1001906,40-64,female,majority,20-29y,none,working class,0.3373953867737583,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,2,0,4,0.0
1001907,16-25,female,majority,0-9y,high school,poverty,0.34175489409602017,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
1001908,16-25,male,majority,0-9y,university,working class,0.4730191843882027,0.0,after 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0
1001909,40-64,female,majority,10-19y,university,upper class,0.6604213197472824,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,0.0
1001910,40-64,female,majority,10-19y,high school,upper class,0.7569349765312224,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,0,0,2,0.0
1001911,65+,female,majority,0-9y,high school,upper class,0.7895345593505313,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
1001912,26-39,male,majority,10-19y,university,upper class,0.6363743768890159,0.0,after 2015,0.0,1.0,32765,10000.0,sedan,2,0,1,0.0
1001913,26-39,male,majority,0-9y,university,middle class,,1.0,after 2015,1.0,1.0,10238,16000.0,sedan,0,0,0,0.0
1001914,26-39,male,majority,10-19y,high school,working class,,0.0,before 2015,1.0,0.0,32765,,sedan,0,0,1,0.0
1001915,26-39,male,majority,10-19y,university,middle class,0.5357133033187487,0.0,before 2015,0.0,1.0,10238,9000.0,sports car,1,0,0,0.0
1001916,65+,female,majority,30y+,university,upper class,0.621647467198118,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,4,0,2,0.0
1001917,26-39,male,majority,10-19y,high school,middle class,0.5521458604421895,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,3,0.0
1001918,26-39,female,majority,0-9y,high school,upper class,0.5977346495357416,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0
1001919,26-39,male,majority,10-19y,high school,middle class,0.4524170515150576,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,0,0,1,0.0
1001920,40-64,female,majority,0-9y,university,middle class,0.5297964118948867,1.0,after 2015,1.0,1.0,10238,,sports car,0,0,0,0.0
1001921,65+,male,majority,20-29y,high school,middle class,0.37114249083184353,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,2,2,3,0.0
1001922,40-64,male,majority,20-29y,university,upper class,0.4813722542878134,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,5,1,5,0.0
1001923,65+,male,majority,30y+,university,upper class,0.7068249013271009,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,3,1,3,0.0
1001924,65+,female,majority,30y+,university,upper class,0.7030861476852259,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,8,0,5,0.0
1001925,40-64,male,majority,20-29y,high school,upper class,0.827721217565001,1.0,after 2015,1.0,1.0,10238,,sedan,2,1,0,0.0
1001926,65+,female,majority,10-19y,university,upper class,0.6371888610325609,1.0,before 2015,1.0,1.0,10238,16000.0,sedan,0,0,1,0.0
1001927,40-64,female,majority,20-29y,high school,upper class,0.5252044381340222,0.0,after 2015,1.0,1.0,32765,16000.0,sedan,0,0,4,0.0
1001928,65+,female,majority,30y+,high school,middle class,0.3391769044793838,1.0,before 2015,0.0,1.0,10238,,sedan,2,0,1,0.0
1001929,65+,female,minority,10-19y,high school,upper class,0.769798431612408,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,1,0.0
1001930,16-25,female,majority,0-9y,university,middle class,0.5705596568875198,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0
1001931,40-64,male,majority,20-29y,university,upper class,0.7066416653815011,1.0,after 2015,0.0,1.0,10238,16000.0,sedan,0,0,1,0.0
1001932,16-25,female,majority,0-9y,high school,middle class,0.5655517380219698,1.0,before 2015,0.0,0.0,10238,7000.0,sports car,0,0,0,0.0
1001933,65+,male,majority,30y+,university,middle class,0.5603164185825188,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,8,2,3,0.0
1001934,26-39,female,majority,10-19y,high school,middle class,0.46196173868755896,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,2,0,0,0.0
1001935,26-39,male,majority,10-19y,high school,upper class,0.4456632981827321,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,1,0.0
1001936,40-64,female,majority,10-19y,high school,upper class,0.5828229293656646,0.0,after 2015,1.0,1.0,32765,14000.0,sedan,0,1,0,0.0
1001937,26-39,female,majority,0-9y,high school,working class,0.5466125602215884,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
1001938,65+,male,majority,30y+,university,upper class,0.5162135479032903,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,10,2,4,0.0
1001939,65+,female,majority,30y+,university,upper class,0.6157452684966596,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,3,0.0
1001940,26-39,male,majority,10-19y,high school,middle class,0.5238417875196739,1.0,after 2015,0.0,1.0,92101,7000.0,sedan,2,0,1,0.0
1001941,26-39,male,majority,10-19y,university,middle class,0.40439440436536583,1.0,before 2015,1.0,0.0,92101,8000.0,sedan,2,0,3,0.0
1001942,26-39,male,majority,10-19y,high school,upper class,0.6511430320248847,1.0,before 2015,0.0,0.0,92101,15000.0,sedan,0,0,0,0.0
1001943,26-39,male,majority,10-19y,university,middle class,0.549819289231824,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,2,0.0
1001944,26-39,female,majority,10-19y,high school,working class,0.43849145131966427,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0
1001945,16-25,male,majority,0-9y,university,middle class,0.5789882944579368,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
1001946,26-39,female,majority,0-9y,high school,poverty,0.4689081817394035,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
1001947,26-39,female,majority,10-19y,none,middle class,0.6281797211568225,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,0,1,1,0.0
1001948,65+,male,majority,30y+,high school,upper class,0.5918566063518563,1.0,before 2015,1.0,1.0,10238,8000.0,sports car,4,0,6,0.0
1001949,40-64,male,minority,10-19y,high school,upper class,0.6787339616088633,1.0,before 2015,0.0,1.0,10238,18000.0,sedan,0,0,0,0.0
1001950,40-64,female,minority,20-29y,university,upper class,,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,3,0,2,0.0
1001951,26-39,female,minority,10-19y,none,working class,0.5078074107451545,1.0,before 2015,0.0,1.0,10238,14000.0,sports car,2,0,1,0.0
1001952,16-25,female,majority,0-9y,none,working class,0.3030775007563555,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0
1001953,65+,male,majority,20-29y,high school,working class,0.31419368277331267,1.0,before 2015,1.0,1.0,10238,15000.0,sports car,2,0,2,0.0
1001954,65+,female,minority,10-19y,high school,upper class,0.6313184399410005,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,1,1,0,0.0
1001955,16-25,female,majority,0-9y,none,working class,0.4740638291970313,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0
1001956,65+,female,majority,30y+,university,upper class,0.6816620113358484,1.0,after 2015,0.0,1.0,10238,7000.0,sedan,5,0,15,0.0
1001957,26-39,female,majority,10-19y,high school,poverty,0.409666567320185,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,5,0,0,0.0
1001958,26-39,female,minority,10-19y,university,upper class,0.7141758073043668,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,2,0,1,0.0
1001959,65+,female,majority,30y+,university,upper class,0.6146359191959037,0.0,after 2015,1.0,1.0,10238,15000.0,sedan,3,1,7,0.0
1001960,26-39,male,majority,0-9y,university,upper class,0.6131622948353245,1.0,after 2015,1.0,1.0,32765,12000.0,sedan,0,0,0,0.0
1001961,40-64,female,majority,20-29y,high school,middle class,0.6162640669664967,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,2,1,3,0.0
1001962,16-25,female,minority,0-9y,high school,poverty,0.45486861508652215,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0
1001963,40-64,male,majority,20-29y,high school,middle class,0.6437619005268619,0.0,before 2015,0.0,0.0,10238,3000.0,sedan,8,1,3,0.0
1001964,26-39,female,majority,0-9y,high school,upper class,0.5899867755849575,1.0,after 2015,1.0,0.0,32765,12000.0,sedan,0,0,0,0.0
1001965,65+,male,majority,30y+,high school,upper class,0.6210469126716585,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,1,3,0.0
1001966,40-64,male,majority,20-29y,high school,upper class,,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
1001967,65+,male,majority,30y+,university,upper class,0.633119165918908,1.0,after 2015,1.0,1.0,10238,6000.0,sedan,5,0,1,0.0
1001968,16-25,female,majority,0-9y,high school,working class,0.45564652701466934,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,0.0
1001969,16-25,male,majority,0-9y,university,middle class,0.47774656127763937,1.0,after 2015,1.0,0.0,10238,17000.0,sedan,0,0,0,0.0
1001970,40-64,female,majority,0-9y,university,middle class,,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
1001971,26-39,male,majority,10-19y,university,upper class,0.7047248321861244,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0
1001972,65+,female,majority,20-29y,university,upper class,0.5336007013515304,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,1,4,0.0
1001973,26-39,female,majority,10-19y,university,upper class,0.5853198904043556,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,1,0,0,0.0
1001974,40-64,male,majority,20-29y,high school,middle class,0.48739286984298225,1.0,after 2015,0.0,1.0,92101,7000.0,sedan,4,1,0,0.0
1001975,26-39,male,majority,10-19y,high school,middle class,0.3858222314427588,0.0,after 2015,0.0,0.0,10238,13000.0,sedan,1,1,1,0.0
1001976,40-64,female,majority,20-29y,university,upper class,0.8540369468458084,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,0,2,0.0
1001977,65+,female,majority,0-9y,high school,upper class,0.6738338535041127,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
1001978,40-64,male,majority,20-29y,university,upper class,0.6028076488364523,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
1001979,40-64,female,majority,0-9y,high school,working class,0.49220595359014563,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
1001980,65+,male,minority,10-19y,high school,upper class,0.6255359074534631,0.0,after 2015,1.0,1.0,10238,,sedan,0,1,0,0.0
1001981,26-39,female,majority,10-19y,high school,upper class,0.6796785946191659,1.0,before 2015,1.0,1.0,32765,13000.0,sedan,1,0,1,0.0
1001982,65+,female,majority,30y+,university,upper class,0.563614109548038,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,2,0.0
1001983,40-64,female,majority,20-29y,high school,upper class,0.611623901271859,1.0,before 2015,1.0,1.0,32765,12000.0,sedan,1,1,1,0.0
1001984,40-64,male,majority,10-19y,university,upper class,0.6560020102620073,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,1,0,0.0
1001985,40-64,male,majority,0-9y,university,upper class,0.6350823608310354,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
1001986,65+,male,majority,30y+,university,upper class,0.5990577281007327,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,4,0,5,0.0
1001987,40-64,female,majority,10-19y,high school,middle class,0.45728323658763004,1.0,before 2015,0.0,0.0,10238,9000.0,sedan,0,0,1,0.0
1001988,40-64,female,majority,20-29y,university,upper class,0.774738351110864,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,1,0.0
1001989,40-64,male,majority,20-29y,high school,middle class,0.5977966944621644,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,2,0,2,0.0
1001990,26-39,male,majority,0-9y,high school,middle class,0.5361923611220702,1.0,before 2015,1.0,0.0,10238,8000.0,sedan,0,0,0,0.0
1001991,26-39,female,majority,0-9y,university,upper class,0.5210426483969881,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
1001992,40-64,female,majority,20-29y,high school,upper class,0.6477806177545176,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0
1001993,40-64,female,majority,10-19y,university,upper class,0.601447551668778,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,1,0,0,0.0
1001994,40-64,female,majority,10-19y,university,upper class,0.697610154576824,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,1,1,0,0.0
1001995,65+,male,majority,20-29y,high school,upper class,0.6588454214493663,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,1,1,0.0
1001996,65+,male,majority,30y+,high school,upper class,0.3994122602396352,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,1,2,3,0.0
1001997,65+,male,majority,10-19y,university,upper class,0.5151207744585181,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,1,0,1,0.0
1001998,26-39,male,majority,10-19y,high school,poverty,0.22858514988112655,0.0,before 2015,0.0,1.0,10238,,sedan,3,1,2,0.0
1001999,65+,female,majority,30y+,high school,upper class,0.5664825836438282,0.0,before 2015,1.0,1.0,32765,9000.0,sports car,3,0,0,0.0
