ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,DATA_ORIGIN
2000989,65+,male,majority,30y+,none,middle class,0.4335788270627034,0.0,before 2015,1.0,1.0,32765,9000.0,sedan,10,1,5,0.0,additional_training_bootstrap_from_real_train
2000990,40-64,male,majority,10-19y,high school,middle class,0.6731197410249281,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2000991,40-64,female,majority,10-19y,university,upper class,0.3853517361901707,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,1,0,2,0.0,additional_training_bootstrap_from_real_train
2000992,40-64,male,minority,0-9y,high school,upper class,0.7034822374035306,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000993,65+,female,majority,20-29y,university,upper class,0.6949200720707026,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2000994,26-39,female,minority,10-19y,university,upper class,0.7048714803406341,1.0,after 2015,0.0,0.0,32765,8000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2000995,26-39,male,majority,10-19y,none,poverty,0.4220315334045105,1.0,before 2015,0.0,1.0,92101,11000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2000996,26-39,female,majority,10-19y,high school,upper class,0.5095717000423156,0.0,after 2015,0.0,1.0,32765,10000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2000997,16-25,male,minority,0-9y,none,poverty,0.2932795320869824,1.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2000998,40-64,female,majority,20-29y,university,upper class,0.6843057449427008,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,1,1,0.0,additional_training_bootstrap_from_real_train
2000999,26-39,female,minority,10-19y,high school,middle class,0.5246137994590073,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001000,26-39,male,majority,10-19y,high school,upper class,0.6159765127811405,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,3,0,0,0.0,additional_training_bootstrap_from_real_train
2001001,26-39,female,majority,10-19y,high school,middle class,0.4342809975252036,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,1,0,0.0,additional_training_bootstrap_from_real_train
2001002,26-39,male,majority,10-19y,high school,working class,0.453471335053696,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,1.0,additional_training_bootstrap_from_real_train
2001003,40-64,female,majority,20-29y,none,working class,0.4647727031848582,1.0,after 2015,1.0,0.0,32765,11000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001004,65+,female,majority,30y+,high school,upper class,0.8057389907027154,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,0,5,0.0,additional_training_bootstrap_from_real_train
2001005,16-25,male,majority,0-9y,high school,working class,0.2616949116854254,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001006,26-39,male,majority,0-9y,none,poverty,0.3482357882933829,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001007,26-39,female,majority,10-19y,none,poverty,0.3649909855025003,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001008,40-64,male,majority,20-29y,university,upper class,0.5027207403958512,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2001009,26-39,male,minority,10-19y,none,poverty,0.3651316068151384,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,1,1.0,additional_training_bootstrap_from_real_train
2001010,26-39,female,majority,10-19y,none,poverty,0.4577862365222054,0.0,before 2015,0.0,1.0,10238,,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001011,16-25,male,majority,0-9y,university,poverty,0.4892378962741979,0.0,before 2015,1.0,1.0,10238,7000.0,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001012,16-25,female,majority,0-9y,university,middle class,0.5137678770981265,1.0,before 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001013,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2001014,26-39,male,majority,10-19y,high school,middle class,0.2710642145687786,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,4,0.0,additional_training_bootstrap_from_real_train
2001015,40-64,male,majority,0-9y,university,upper class,0.4931692837662477,1.0,after 2015,1.0,1.0,10238,9000.0,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001016,26-39,female,minority,0-9y,high school,middle class,0.4809742536849557,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001017,65+,male,majority,30y+,university,upper class,0.6794838400065706,1.0,after 2015,0.0,1.0,10238,,sedan,1,0,2,0.0,additional_training_bootstrap_from_real_train
2001018,40-64,male,majority,20-29y,none,poverty,0.2039498393815561,0.0,before 2015,0.0,1.0,10238,,sedan,2,1,2,1.0,additional_training_bootstrap_from_real_train
2001019,65+,male,majority,30y+,university,upper class,0.6072654635365045,1.0,before 2015,1.0,1.0,32765,,sedan,11,0,3,0.0,additional_training_bootstrap_from_real_train
2001020,16-25,female,majority,0-9y,university,middle class,0.5300196346155583,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001021,40-64,male,majority,0-9y,university,upper class,,0.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001022,26-39,male,majority,10-19y,none,poverty,0.3847001936056115,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,1,1,1.0,additional_training_bootstrap_from_real_train
2001023,26-39,male,majority,10-19y,university,middle class,0.4634524846726996,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001024,16-25,female,minority,0-9y,high school,working class,0.5357838703302212,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001025,26-39,male,majority,10-19y,university,middle class,0.5229674616696696,1.0,before 2015,1.0,1.0,32765,5000.0,sedan,5,0,0,0.0,additional_training_bootstrap_from_real_train
2001026,16-25,male,majority,0-9y,high school,poverty,0.2594109431729898,0.0,before 2015,0.0,0.0,32765,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001027,26-39,female,majority,10-19y,none,upper class,0.6398907902160134,1.0,before 2015,0.0,1.0,10238,,sedan,0,1,0,0.0,additional_training_bootstrap_from_real_train
2001028,40-64,female,majority,10-19y,university,upper class,0.5391586055181217,1.0,before 2015,1.0,0.0,32765,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001029,26-39,female,majority,10-19y,high school,middle class,,0.0,before 2015,1.0,1.0,10238,16000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001030,16-25,female,majority,0-9y,high school,middle class,0.5544708380887144,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001031,40-64,male,majority,10-19y,university,upper class,0.539014053718841,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,4,0.0,additional_training_bootstrap_from_real_train
2001032,26-39,male,majority,10-19y,high school,middle class,,1.0,before 2015,0.0,0.0,10238,10000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001033,40-64,male,majority,20-29y,university,upper class,0.526146302587633,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,9,1,6,0.0,additional_training_bootstrap_from_real_train
2001034,26-39,male,majority,10-19y,university,middle class,0.5411019949327837,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,3,1,1,1.0,additional_training_bootstrap_from_real_train
2001035,26-39,male,majority,10-19y,high school,working class,0.4258439631405441,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,1,2,0.0,additional_training_bootstrap_from_real_train
2001036,16-25,male,majority,0-9y,high school,working class,0.3780741998209805,0.0,before 2015,1.0,0.0,10238,12000.0,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001037,26-39,female,majority,10-19y,none,poverty,0.3763502094705643,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001038,16-25,male,majority,0-9y,university,middle class,0.4061057835072124,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001039,40-64,male,majority,10-19y,high school,middle class,0.5848186739158909,1.0,before 2015,1.0,1.0,10238,,sedan,0,1,2,0.0,additional_training_bootstrap_from_real_train
2001040,65+,female,majority,0-9y,university,upper class,0.5902500669549591,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001041,65+,male,majority,10-19y,university,upper class,0.499660137787076,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,6,0.0,additional_training_bootstrap_from_real_train
2001042,26-39,male,majority,10-19y,university,upper class,0.5792421978398589,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,0.0,additional_training_bootstrap_from_real_train
2001043,26-39,male,majority,10-19y,university,working class,,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001044,65+,female,majority,10-19y,high school,upper class,0.6336320793002547,1.0,after 2015,1.0,1.0,21217,9000.0,sports car,2,0,0,1.0,additional_training_bootstrap_from_real_train
2001045,26-39,female,majority,10-19y,high school,middle class,0.5985207718839584,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001046,65+,male,majority,30y+,high school,upper class,0.4780573085955254,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,5,1,1,0.0,additional_training_bootstrap_from_real_train
2001047,40-64,male,majority,10-19y,high school,upper class,,1.0,after 2015,1.0,1.0,32765,9000.0,sports car,3,0,3,0.0,additional_training_bootstrap_from_real_train
2001048,16-25,male,majority,0-9y,high school,poverty,0.2884319488347714,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001049,40-64,male,majority,0-9y,none,working class,0.4714899368262763,0.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001050,26-39,female,majority,10-19y,university,middle class,0.4963759417869247,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2001051,26-39,male,majority,10-19y,none,middle class,0.4977088999668306,1.0,before 2015,1.0,1.0,32765,11000.0,sports car,2,1,0,1.0,additional_training_bootstrap_from_real_train
2001052,26-39,female,majority,0-9y,none,middle class,0.5652729741450446,1.0,before 2015,0.0,1.0,10238,18000.0,sports car,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001053,26-39,male,majority,0-9y,none,working class,0.4842558344936022,0.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001054,26-39,male,majority,10-19y,university,upper class,0.5004667891679593,1.0,after 2015,1.0,1.0,10238,6000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001055,26-39,female,majority,0-9y,high school,middle class,,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001056,26-39,male,majority,10-19y,university,middle class,0.5861052744855212,1.0,before 2015,1.0,0.0,10238,10000.0,sedan,0,0,2,0.0,additional_training_bootstrap_from_real_train
2001057,40-64,female,minority,20-29y,high school,middle class,,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,1,1,0.0,additional_training_bootstrap_from_real_train
2001058,40-64,female,majority,20-29y,high school,upper class,,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,1,0,0.0,additional_training_bootstrap_from_real_train
2001059,40-64,female,majority,20-29y,none,working class,,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,1,1,0.0,additional_training_bootstrap_from_real_train
2001060,65+,male,majority,30y+,high school,upper class,0.6203612640126029,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,6,2,7,0.0,additional_training_bootstrap_from_real_train
2001061,40-64,female,majority,0-9y,high school,upper class,0.5723946620910344,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001062,40-64,male,majority,20-29y,university,upper class,0.6984773297169328,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,2,2,0.0,additional_training_bootstrap_from_real_train
2001063,65+,female,majority,30y+,high school,upper class,,1.0,after 2015,1.0,1.0,10238,,sedan,1,2,1,0.0,additional_training_bootstrap_from_real_train
2001064,16-25,male,majority,0-9y,university,working class,0.2060128507324556,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001065,26-39,female,majority,0-9y,high school,working class,0.2428566469410784,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001066,40-64,male,majority,20-29y,none,middle class,0.5990587120710579,1.0,before 2015,1.0,1.0,21217,11000.0,sedan,3,0,0,1.0,additional_training_bootstrap_from_real_train
2001067,26-39,male,majority,10-19y,none,working class,0.4899205986325767,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,3,0,1,0.0,additional_training_bootstrap_from_real_train
2001068,40-64,male,majority,0-9y,university,upper class,0.700903983018759,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001069,40-64,female,majority,0-9y,high school,poverty,0.3360557592308053,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001070,40-64,male,majority,10-19y,none,middle class,0.4921034653293973,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,5,0,1,0.0,additional_training_bootstrap_from_real_train
2001071,16-25,male,majority,0-9y,none,poverty,0.2651500868611133,0.0,before 2015,0.0,0.0,10238,19000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001072,26-39,female,majority,10-19y,university,middle class,0.6883543989986876,0.0,after 2015,0.0,0.0,10238,,sports car,2,1,1,0.0,additional_training_bootstrap_from_real_train
2001073,16-25,female,majority,0-9y,university,middle class,,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001074,26-39,female,majority,10-19y,high school,poverty,,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001075,26-39,female,majority,0-9y,high school,working class,0.3987313542454155,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001076,65+,female,majority,30y+,high school,middle class,0.3548714481593307,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2001077,65+,male,majority,20-29y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,2,0.0,additional_training_bootstrap_from_real_train
2001078,40-64,male,majority,20-29y,university,upper class,0.5823393212062394,0.0,after 2015,0.0,1.0,32765,,sedan,7,1,1,0.0,additional_training_bootstrap_from_real_train
2001079,40-64,male,majority,0-9y,none,working class,0.4193306622205509,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001080,26-39,female,minority,10-19y,university,working class,,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001081,16-25,male,majority,0-9y,high school,poverty,0.3590708073054552,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001082,40-64,male,majority,10-19y,university,upper class,0.6056771604160297,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,1.0,additional_training_bootstrap_from_real_train
2001083,40-64,female,majority,20-29y,university,upper class,0.5602501519114655,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001084,40-64,female,majority,20-29y,high school,working class,0.4380103841772169,0.0,after 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0,additional_training_bootstrap_from_real_train
2001085,26-39,male,minority,0-9y,high school,poverty,0.2806543806481637,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001086,65+,male,majority,30y+,university,upper class,,1.0,after 2015,0.0,1.0,92101,18000.0,sedan,1,0,3,0.0,additional_training_bootstrap_from_real_train
2001087,40-64,female,minority,20-29y,none,working class,0.3563305303139126,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,1,0,6,0.0,additional_training_bootstrap_from_real_train
2001088,26-39,female,majority,10-19y,university,upper class,0.6703646273576891,1.0,after 2015,0.0,0.0,32765,11000.0,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2001089,65+,female,majority,0-9y,university,upper class,0.6004262983834184,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001090,16-25,male,majority,0-9y,high school,working class,0.1237946155140384,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001091,16-25,female,majority,0-9y,high school,working class,0.5329070177579344,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001092,26-39,female,majority,10-19y,university,upper class,0.5860487718632954,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2001093,65+,male,majority,30y+,university,upper class,0.6917501090394251,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,11,1,2,0.0,additional_training_bootstrap_from_real_train
2001094,26-39,female,majority,10-19y,university,middle class,,1.0,before 2015,1.0,1.0,10238,16000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001095,26-39,female,majority,10-19y,high school,middle class,0.4744787874496229,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001096,65+,female,majority,10-19y,high school,upper class,0.5694637281652679,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,3,0,0,1.0,additional_training_bootstrap_from_real_train
2001097,65+,female,majority,30y+,university,upper class,0.6772216106455591,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,1,2,0.0,additional_training_bootstrap_from_real_train
2001098,40-64,male,majority,20-29y,high school,upper class,0.5681059173993356,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,7,0,3,0.0,additional_training_bootstrap_from_real_train
2001099,26-39,male,majority,10-19y,university,middle class,,1.0,after 2015,0.0,1.0,32765,15000.0,sedan,3,0,1,0.0,additional_training_bootstrap_from_real_train
2001100,40-64,female,majority,20-29y,none,middle class,0.4060931476593959,1.0,before 2015,1.0,0.0,32765,14000.0,sedan,2,1,0,0.0,additional_training_bootstrap_from_real_train
2001101,26-39,female,majority,0-9y,none,working class,,1.0,before 2015,0.0,1.0,10238,8000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001102,40-64,female,majority,10-19y,none,poverty,0.4556838293051873,0.0,before 2015,0.0,1.0,32765,6000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001103,65+,male,majority,30y+,university,upper class,0.7961748462456987,1.0,before 2015,1.0,1.0,32765,,sedan,10,2,1,0.0,additional_training_bootstrap_from_real_train
2001104,26-39,male,majority,10-19y,high school,working class,0.4180972967647553,0.0,after 2015,0.0,1.0,10238,,sports car,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001105,65+,female,majority,30y+,university,upper class,0.6510544208498562,1.0,after 2015,1.0,1.0,32765,10000.0,sedan,3,0,1,0.0,additional_training_bootstrap_from_real_train
2001106,65+,female,majority,20-29y,high school,upper class,0.7841761491780819,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,5,2,2,0.0,additional_training_bootstrap_from_real_train
2001107,40-64,male,majority,0-9y,university,upper class,,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001108,26-39,male,majority,0-9y,high school,middle class,0.7347001277334391,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001109,16-25,female,majority,0-9y,high school,working class,,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001110,26-39,female,majority,10-19y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2001111,40-64,female,majority,20-29y,university,upper class,0.6583678439104292,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,5,0.0,additional_training_bootstrap_from_real_train
2001112,65+,male,majority,30y+,university,upper class,,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,0,4,0.0,additional_training_bootstrap_from_real_train
2001113,40-64,male,majority,20-29y,university,middle class,0.3947330860408181,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,3,1,3,0.0,additional_training_bootstrap_from_real_train
2001114,65+,female,majority,0-9y,high school,upper class,0.6475408925470649,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001115,26-39,female,majority,0-9y,none,upper class,0.8194194033510579,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001116,65+,male,majority,30y+,university,upper class,0.4507950284447316,1.0,after 2015,0.0,1.0,32765,13000.0,sedan,9,3,3,0.0,additional_training_bootstrap_from_real_train
2001117,26-39,female,majority,10-19y,high school,upper class,0.7562320518124087,1.0,after 2015,1.0,0.0,10238,11000.0,sedan,2,0,0,0.0,additional_training_bootstrap_from_real_train
2001118,26-39,male,minority,10-19y,none,poverty,0.4032471381863556,0.0,before 2015,0.0,0.0,10238,,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2001119,26-39,female,majority,0-9y,high school,working class,0.5544887300796564,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001120,40-64,female,majority,20-29y,university,upper class,0.5543731682324414,1.0,before 2015,0.0,1.0,32765,,sedan,4,1,2,0.0,additional_training_bootstrap_from_real_train
2001121,16-25,male,majority,0-9y,high school,working class,0.2686203221878676,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001122,65+,female,majority,0-9y,university,upper class,0.5945664258743222,1.0,after 2015,0.0,1.0,10238,13000.0,sports car,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001123,26-39,female,majority,10-19y,high school,working class,0.4042087080511602,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,1,0.0,additional_training_bootstrap_from_real_train
2001124,65+,female,majority,30y+,university,upper class,0.5336770829727767,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,2,0,6,0.0,additional_training_bootstrap_from_real_train
2001125,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,1.0,10238,7000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001126,65+,male,majority,30y+,high school,upper class,,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,5,2,4,0.0,additional_training_bootstrap_from_real_train
2001127,65+,female,majority,0-9y,high school,middle class,,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001128,40-64,male,majority,10-19y,high school,middle class,0.438870922090682,1.0,before 2015,1.0,1.0,10238,,sedan,2,0,2,0.0,additional_training_bootstrap_from_real_train
2001129,26-39,female,majority,10-19y,high school,working class,0.5011258301005672,1.0,after 2015,1.0,1.0,10238,,sedan,0,1,0,0.0,additional_training_bootstrap_from_real_train
2001130,26-39,male,majority,10-19y,none,poverty,0.3351710892003408,0.0,after 2015,0.0,1.0,10238,13000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2001131,16-25,female,majority,0-9y,university,working class,,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001132,65+,male,majority,30y+,high school,upper class,0.5320779726945177,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,4,1,2,0.0,additional_training_bootstrap_from_real_train
2001133,16-25,male,minority,0-9y,university,middle class,0.4699857525886301,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001134,16-25,male,majority,0-9y,high school,poverty,0.3241067104378144,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001135,65+,female,majority,0-9y,high school,upper class,0.6745078429339224,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001136,40-64,male,majority,10-19y,university,upper class,0.5407668643202043,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001137,40-64,male,majority,0-9y,high school,middle class,0.5253665202662647,1.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,additional_training_bootstrap_from_real_train
2001138,65+,male,majority,30y+,university,upper class,0.7265597100432507,1.0,before 2015,1.0,0.0,32765,12000.0,sedan,11,1,1,1.0,additional_training_bootstrap_from_real_train
2001139,26-39,female,majority,10-19y,none,working class,0.4607490448966651,0.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,2,1.0,additional_training_bootstrap_from_real_train
2001140,26-39,male,majority,10-19y,high school,poverty,0.2906128603527876,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,2,0,1,0.0,additional_training_bootstrap_from_real_train
2001141,16-25,male,majority,0-9y,none,working class,0.3184578778795239,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001142,65+,male,majority,30y+,high school,upper class,0.3016195849865694,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,5,1,8,0.0,additional_training_bootstrap_from_real_train
2001143,40-64,male,minority,20-29y,high school,upper class,0.5824975869671862,1.0,after 2015,1.0,0.0,92101,10000.0,sedan,3,0,2,0.0,additional_training_bootstrap_from_real_train
2001144,40-64,female,majority,10-19y,none,middle class,0.5898164523944229,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0.0,additional_training_bootstrap_from_real_train
2001145,26-39,male,majority,10-19y,university,middle class,,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,2,0.0,additional_training_bootstrap_from_real_train
2001146,40-64,female,minority,0-9y,university,upper class,0.5596127262430464,0.0,before 2015,0.0,1.0,10238,8000.0,sedan,0,0,0,1.0,additional_training_bootstrap_from_real_train
2001147,26-39,male,majority,10-19y,university,poverty,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,3,1.0,additional_training_bootstrap_from_real_train
